Position Drafted,Team,Draft Year,Team PF,Team Yds,Team Ply,Team Y/P,Team TO,Team FL,Team 1stD,Team Cmp,Team Att,Team Yds,Team TD,Team Int,Team NY/A,Team 1stD,Team Att,Team Yds,Team TD,Team Y/A,Team 1stD,Team Pen,Team Yds,Team 1stPy,Team #Dr,Team Sc%,Team TO%,Team Start,Team Time,Team Plays,Team Yds,Team Pts,Opp. PF,Opp. Yds,Opp. Ply,Opp. Y/P,Opp. TO,Opp. FL,Opp. 1stD,Opp. Cmp,Opp. Att,Opp. Yds,Opp. TD,Opp. Int,Opp. NY/A,Opp. 1stD,Opp. Att,Opp. Yds,Opp. TD,Opp. Y/A,Opp. 1stD,Opp. Pen,Opp. Yds,Opp. 1stPy,Opp. #Dr,Opp. Sc%,Opp. TO%,Opp. Start,Opp. Time,Opp. Plays,Opp. Yds,Opp. Pts,Off. Rank PF,Off. Rank Yds,Off. Rank Ply,Off. Rank Y/P,Off. Rank TO,Off. Rank FL,Off. Rank 1stD,Off. Rank Cmp,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Int,Off. Rank NY/A,Off. Rank 1stD,Off. Rank Att,Off. Rank Yds,Off. Rank TD,Off. Rank Y/A,Off. Rank 1stD,Off. Rank Pen,Off. Rank Yds,Off. Rank 1stPy,Off. Rank #Dr,Off. Rank Sc%,Off. Rank TO%,Off. Rank Start,Off. Rank Time,Off. Rank Plays,Off. Rank Yds,Off. Rank Pts,Def. Rank PF,Def. Rank Yds,Def. Rank Ply,Def. Rank Y/P,Def. Rank TO,Def. Rank FL,Def. Rank 1stD,Def. Rank Cmp,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Int,Def. Rank NY/A,Def. Rank 1stD,Def. Rank Att,Def. Rank Yds,Def. Rank TD,Def. Rank Y/A,Def. Rank 1stD,Def. Rank Pen,Def. Rank Yds,Def. Rank 1stPy,Def. Rank #Dr,Def. Rank Sc%,Def. Rank TO%,Def. Rank Start,Def. Rank Time,Def. Rank Plays,Def. Rank Yds,Def. Rank Pts
WR,Jaguars,2004,276,5358,1024,5.2,31,14,305,303,515,3285,17,17,6.0,163,481,2073,13,4.3,118,108,895,24,183,27.3,15.8,Own 29.5,2:38,5.78,29.2,1.48,331,4657,976,4.8,27,12,276,303,510,3251,23,15,6.1,172,442,1406,12,3.2,84,103,881,20,182,33.0,14.8,Own 34.5,2:37,5.5,25.4,1.78,25,12,,,20,23,12,,17,15,20,15,12,,10,8,16,12,,,,,,20,9,31,8,5,10,18,18,6,,,16,13,10,,16,18,22,14,21,,12,2,13,1,,,,,,11,11,32,20,19,10,24
DB,Texans,2004,255,4306,896,4.8,27,9,237,248,439,2655,14,18,5.6,127,421,1651,14,3.9,86,121,961,24,188,24.5,13.8,Own 30.4,2:23,4.89,22.9,1.33,380,6082,1054,5.8,22,8,336,297,502,3712,22,14,7.1,179,533,2370,15,4.4,130,96,767,27,184,35.3,11.4,Own 29.4,2:51,5.9,32.9,1.86,28,31,,,12,7,32,,31,29,28,18,21,,22,23,14,21,,,,,,27,15,22,26,30,29,26,27,31,,,25,27,32,,11,31,21,20,32,,30,31,23,22,,,,,,4,25,2,31,31,32,25
QB,Steelers,2004,300,4792,1020,4.7,28,11,275,306,532,3304,19,17,5.8,174,446,1488,10,3.3,77,111,1005,24,192,27.1,13.5,Own 32.9,2:34,5.48,24.9,1.42,327,4783,968,4.9,25,11,270,294,484,3042,20,14,5.9,155,449,1741,14,3.9,89,96,709,26,195,28.2,12.3,Own 31.2,2:25,5.1,24.4,1.54,19,22,,,13,13,21,,10,14,16,15,19,,16,31,23,32,,,,,,22,19,7,15,16,21,22,15,9,,,20,19,5,,6,11,16,20,18,,15,12,20,10,,,,,,23,22,15,8,5,7,13
LB,Jets,2004,283,4951,936,5.3,20,6,274,312,496,3316,20,14,6.3,181,409,1635,8,4.0,78,69,550,15,170,32.4,11.8,Own 30.4,2:41,5.69,29.0,1.63,299,5319,1032,5.2,20,9,316,281,455,3025,14,11,6.2,168,542,2294,17,4.2,134,79,620,14,168,30.4,11.9,Own 31.7,3:08,6.3,31.4,1.65,23,19,,,2,2,22,,24,13,15,8,8,,29,25,26,18,,,,,,12,26,22,7,6,13,13,8,21,,,28,26,23,,2,10,4,29,24,,31,28,24,18,,,,,,15,23,17,32,32,31,16
WR,Bills,2004,243,4348,980,4.4,34,17,268,293,502,2684,11,17,4.9,150,427,1664,13,3.9,96,106,891,22,187,21.9,17.6,Own 30.3,2:33,5.37,23.0,1.17,279,4313,1010,4.3,18,8,270,285,508,2707,18,10,5.0,153,464,1606,11,3.5,92,110,996,25,193,26.9,9.3,Own 33.5,2:31,5.4,22.4,1.41,30,30,,,27,29,24,,22,28,31,15,31,,20,21,16,23,,,,,,31,3,25,17,20,28,29,5,2,,,32,27,5,,13,2,9,30,3,,23,8,10,5,,,,,,25,32,30,11,14,3,7
DT,Bears,2004,283,4380,1001,4.4,29,9,264,271,515,2617,12,20,4.7,143,443,1763,13,4.0,104,92,806,17,186,27.4,14.5,Own 33.0,2:33,5.59,23.4,1.36,346,4947,992,5.0,20,5,289,326,525,3082,20,15,5.7,156,449,1865,13,4.2,104,93,746,29,186,34.4,9.7,Own 33.8,2:36,5.5,26.6,1.74,23,28,,,17,7,26,,17,30,30,24,32,,18,18,16,19,,,,,,19,13,6,17,10,27,24,22,14,,,28,32,15,,23,13,16,14,13,,15,16,17,17,,,,,,7,31,31,17,22,16,21
WR,Buccaneers,2004,301,5453,1036,5.3,31,9,307,369,592,3805,27,22,6.2,190,421,1648,5,3.9,86,117,1104,31,188,25.5,16.0,Own 29.8,2:45,5.65,29.0,1.45,264,4466,962,4.6,33,13,249,274,475,2710,16,20,5.3,140,451,1756,6,3.9,89,104,817,20,189,25.4,16.4,Own 32.4,2:28,5.3,23.6,1.25,18,10,,,20,7,11,,3,6,5,29,10,,22,24,30,22,,,,,,24,8,29,5,8,12,21,4,5,,,9,7,4,,4,3,5,10,6,,17,13,1,11,,,,,,28,8,23,10,8,5,5
 T,Eagles,2004,374,5035,944,5.3,22,11,302,279,484,3020,17,11,5.7,156,417,2015,23,4.8,105,96,817,41,187,34.2,10.2,Own 32.5,2:25,5.20,26.9,1.88,287,5307,1058,5.0,26,13,306,337,559,3236,17,13,5.4,171,461,2071,13,4.5,116,129,1105,19,187,27.8,13.4,Own 30.2,2:43,5.8,28.1,1.48,11,18,,,5,13,13,,25,20,20,4,20,,25,9,2,5,,,,,,10,30,8,24,27,16,10,7,20,,,18,7,21,,28,16,6,25,9,,21,22,17,23,,,,,,24,17,5,28,28,21,11
LB,Broncos,2004,381,5598,1047,5.3,24,6,334,280,479,2969,19,18,5.9,162,543,2629,20,4.8,133,107,922,39,183,36.6,12.0,Own 30.5,2:59,5.90,30.6,1.95,301,4433,910,4.9,20,11,241,265,495,2828,17,9,5.3,141,379,1605,11,4.2,77,137,1031,23,185,28.6,10.3,Own 31.1,2:16,5.1,23.8,1.46,10,7,,,7,2,6,,26,22,16,18,16,,2,2,3,4,,,,,,6,25,21,1,4,4,8,9,4,,,28,19,2,,9,6,6,32,7,,2,7,10,19,,,,,,22,29,14,3,3,6,10
DE,Saints,2004,340,5438,1019,5.3,28,20,302,314,535,3438,25,8,6.0,177,448,2000,11,4.5,100,103,878,25,186,31.2,14.5,Own 30.7,2:38,5.65,29.1,1.71,326,5234,997,5.2,27,13,298,264,485,2993,20,14,5.8,165,480,2241,12,4.7,109,101,1012,24,184,31.0,13.0,Own 30.8,2:36,5.6,28.3,1.63,14,11,,,13,32,13,,8,8,8,1,14,,15,11,20,9,,,,,,14,13,20,8,9,11,12,14,18,,,16,7,18,,7,8,16,20,15,,25,27,13,28,,,,,,13,19,11,17,24,22,14
 G,Dolphins,2004,311,4609,968,4.8,34,15,266,257,450,2792,17,19,5.8,145,487,1817,14,3.7,99,103,913,22,192,28.1,17.2,Own 32.1,2:31,5.19,23.9,1.51,261,4787,1014,4.7,36,14,283,319,529,3335,12,22,5.8,171,441,1452,11,3.3,82,98,766,30,194,25.3,17.0,Own 30.9,2:32,5.4,24.6,1.23,17,24,,,27,25,25,,30,26,20,21,17,,8,17,14,27,,,,,,17,5,13,20,28,26,16,3,10,,,6,5,12,,24,19,2,7,16,,11,5,10,2,,,,,,29,5,12,13,13,8,4
DE,Vikings,2004,416,6294,1055,6.0,24,11,336,333,520,3951,32,13,7.0,194,493,2343,15,4.8,124,127,1029,18,183,35.5,13.1,Own 29.9,2:52,5.91,34.3,2.09,353,5356,955,5.6,35,7,316,311,531,3477,17,28,6.1,186,387,1879,22,4.9,94,90,720,36,178,33.7,19.1,Own 32.8,2:26,5.5,30.0,1.89,6,1,,,7,13,4,,15,4,1,6,4,,7,4,12,6,,,,,,8,21,28,2,2,1,4,23,23,,,7,29,23,,25,26,6,2,23,,3,17,32,31,,,,,,8,3,27,9,20,29,26
DT,Patriots,2004,348,5039,1042,4.8,24,11,294,320,537,3432,23,13,6.0,177,473,1607,9,3.4,91,111,998,26,204,27.9,11.3,Own 33.3,2:29,5.27,24.6,1.47,238,4666,1060,4.4,41,12,293,328,618,3232,11,29,4.9,177,401,1434,10,3.6,91,107,845,25,200,23.0,19.5,Own 30.6,2:23,5.5,23.5,1.11,12,17,,,7,13,16,,6,9,11,6,13,,12,27,24,30,,,,,,18,27,5,22,25,22,19,1,7,,,2,13,17,,32,15,1,1,2,,4,4,6,6,,,,,,32,2,8,6,18,4,1
QB,Bills,2004,243,4348,980,4.4,34,17,268,293,502,2684,11,17,4.9,150,427,1664,13,3.9,96,106,891,22,187,21.9,17.6,Own 30.3,2:33,5.37,23.0,1.17,279,4313,1010,4.3,18,8,270,285,508,2707,18,10,5.0,153,464,1606,11,3.5,92,110,996,25,193,26.9,9.3,Own 33.5,2:31,5.4,22.4,1.41,30,30,,,27,29,24,,22,28,31,15,31,,20,21,16,23,,,,,,31,3,25,17,20,28,29,5,2,,,32,27,5,,13,2,9,30,3,,23,8,10,5,,,,,,25,32,30,11,14,3,7
DT,Seahawks,2004,404,5627,1017,5.5,29,13,338,317,521,3618,27,16,6.4,190,453,2009,17,4.4,121,91,777,27,185,36.2,13.5,Own 32.2,2:29,5.66,30.4,2.06,327,5239,1069,4.9,28,12,304,343,573,3480,24,16,5.7,183,456,1759,9,3.9,93,105,825,28,188,30.9,14.4,Own 30.6,2:42,5.9,27.7,1.63,7,6,,,17,22,3,,13,7,5,12,6,,13,10,7,10,,,,,,7,20,12,22,7,5,7,15,19,,,14,13,20,,30,27,26,12,14,,19,14,4,9,,,,,,14,14,8,27,30,18,15
RB,Rams,2004,447,5457,1054,5.2,39,16,335,377,600,3961,23,23,6.2,211,411,1496,19,3.6,97,92,667,27,197,41.1,16.8,Own 34.1,2:36,5.56,27.6,2.09,328,5052,964,5.2,46,22,272,296,510,3072,23,24,5.6,164,412,1980,9,4.8,92,114,882,16,194,26.3,22.2,Own 32.7,2:20,5.1,26.0,1.45,2,9,,,32,28,5,,2,3,11,31,11,,28,30,4,28,,,,,,2,6,2,11,12,14,5,17,16,,,1,1,7,,16,12,22,4,11,,5,20,4,29,,,,,,27,1,25,5,6,13,8
DB,Packers,2004,442,5798,999,5.8,32,11,315,310,473,3240,32,21,6.6,166,507,2558,18,5.0,127,88,699,22,192,38.0,15.6,Own 32.3,2:35,5.34,30.2,2.18,307,5101,1036,4.9,32,11,288,326,589,3400,18,21,5.5,172,413,1701,10,4.1,91,97,767,25,196,29.6,15.3,Own 32.2,2:23,5.5,26.0,1.46,4,4,,,25,13,7,,27,16,1,26,5,,5,3,5,2,,,,,,5,11,10,12,24,6,3,11,17,,,10,19,14,,31,23,9,8,10,,6,10,6,16,,,,,,19,10,21,6,16,12,9
RB,Bengals,2004,346,5329,1038,5.1,22,7,313,324,520,3342,26,15,6.0,181,481,1987,12,4.1,101,107,846,31,180,33.3,11.1,Own 29.0,2:45,5.91,29.6,1.84,384,5620,999,5.6,24,10,320,297,508,3402,23,14,6.3,177,461,2218,18,4.8,119,108,921,24,181,38.1,13.3,Own 32.4,2:35,5.7,30.9,2.05,13,13,,,5,5,8,,15,12,7,10,15,,10,13,19,14,,,,,,11,28,32,5,3,7,11,28,28,,,23,23,26,,13,24,22,20,27,,21,25,26,30,,,,,,1,18,23,16,26,30,30
DE,Texans,2004,255,4306,896,4.8,27,9,237,248,439,2655,14,18,5.6,127,421,1651,14,3.9,86,121,961,24,188,24.5,13.8,Own 30.4,2:23,4.89,22.9,1.33,380,6082,1054,5.8,22,8,336,297,502,3712,22,14,7.1,179,533,2370,15,4.4,130,96,767,27,184,35.3,11.4,Own 29.4,2:51,5.9,32.9,1.86,28,31,,,12,7,32,,31,29,28,18,21,,22,23,14,21,,,,,,27,15,22,26,30,29,26,27,31,,,25,27,32,,11,31,21,20,32,,30,31,23,22,,,,,,4,25,2,31,31,32,25
DB,Panthers,2004,325,5141,1008,5.1,31,15,284,270,460,3050,19,16,6.3,146,522,2091,9,4.0,114,116,966,24,195,30.8,14.9,Own 31.7,2:33,5.36,26.3,1.50,304,4725,996,4.7,26,10,274,299,522,3003,19,16,5.3,161,434,1722,10,4.0,83,111,1011,30,190,26.3,12.6,Own 30.7,2:33,5.4,24.7,1.40,15,16,,,20,25,19,,28,18,16,12,9,,3,7,24,17,,,,,,15,12,16,17,21,17,17,10,8,,,18,23,8,,20,9,13,12,8,,9,11,6,12,,,,,,26,20,10,14,15,9,6
WR,Falcons,2004,299,4357,930,4.7,31,10,252,230,460,2408,14,21,4.9,127,435,1949,17,4.5,99,90,790,26,201,24.9,12.9,Own 29.7,2:13,4.76,21.6,1.36,422,6108,1043,5.9,31,16,333,323,508,3800,28,15,7.0,187,499,2308,21,4.6,122,130,1001,24,203,33.5,14.8,Own 33.1,2:34,5.3,30.0,1.97,20,29,,,20,10,30,,28,31,28,26,30,,19,14,7,8,,,,,,26,22,30,32,32,32,23,30,32,,,11,3,31,,13,32,30,14,31,,27,29,30,27,,,,,,9,12,28,15,7,27,29
RB,Lions,2004,270,4262,975,4.4,28,4,250,319,588,2924,17,24,4.9,152,376,1338,5,3.6,69,107,859,29,190,23.2,13.7,Own 32.4,2:23,5.25,22.4,1.16,379,5360,997,5.4,28,13,298,331,522,3578,26,15,6.5,166,447,1782,14,4.0,105,119,953,27,192,30.2,13.5,Own 30.4,2:38,5.3,27.9,1.76,26,32,,,13,1,31,,4,24,20,32,28,,32,32,30,29,,,,,,29,17,9,26,26,31,31,25,24,,,14,7,18,,20,28,29,14,28,,13,15,20,13,,,,,,16,16,6,22,10,20,23
WR,49ers,2004,384,5687,1038,5.5,25,10,313,299,511,3408,25,15,6.3,172,499,2279,16,4.6,118,104,807,23,194,35.1,12.4,Own 34.0,2:34,5.55,29.3,1.92,337,4928,976,5.0,37,14,292,310,514,3238,25,23,5.8,165,420,1690,13,4.0,99,78,720,28,187,29.4,16.6,Own 31.8,2:31,5.4,26.3,1.70,9,5,,,10,10,8,,19,10,8,10,7,,6,5,9,7,,,,,,9,23,4,15,13,9,9,21,13,,,4,5,16,,18,17,27,6,17,,8,9,17,14,,,,,,21,6,18,11,12,14,19
TE,Patriots,2004,348,5039,1042,4.8,24,11,294,320,537,3432,23,13,6.0,177,473,1607,9,3.4,91,111,998,26,204,27.9,11.3,Own 33.3,2:29,5.27,24.6,1.47,238,4666,1060,4.4,41,12,293,328,618,3232,11,29,4.9,177,401,1434,10,3.6,91,107,845,25,200,23.0,19.5,Own 30.6,2:23,5.5,23.5,1.11,12,17,,,7,13,16,,6,9,11,6,13,,12,27,24,30,,,,,,18,27,5,22,25,22,19,1,7,,,2,13,17,,32,15,1,1,2,,4,4,6,6,,,,,,32,2,8,6,18,4,1
QB,Bengals,2003,279,5206,1054,4.9,35,13,315,350,591,3476,17,22,5.5,186,426,1730,13,4.1,105,99,884,24,183,24.6,16.9,Own 28.1,2:32,5.86,28.4,1.39,456,5265,976,5.4,20,11,315,287,454,3262,30,9,6.8,182,498,2003,16,4.0,104,101,867,29,179,38.5,10.6,Own 35.5,2:47,5.6,29.3,2.18,28,18,,,25,15,14,,5,13,28,25,23,,19,21,17,21,,,,,,28,6,31,20,7,15,26,32,17,,,31,17,20,,1,13,31,30,30,,29,22,20,11,,,,,,2,30,31,29,20,23,31
WR,Lions,2003,306,4471,955,4.7,31,6,242,277,577,2994,19,25,5.0,150,358,1477,9,4.1,69,104,916,23,196,26.0,14.8,Own 31.7,2:08,5.02,22.8,1.35,451,6117,1119,5.5,24,14,360,371,591,4150,27,10,6.7,221,495,1967,19,4.0,111,114,981,28,202,37.1,11.4,Own 30.0,2:45,5.7,30.2,2.02,26,28,,,19,2,29,,9,25,20,31,29,,31,29,26,18,,,,,,26,17,15,32,28,28,28,31,31,,,26,9,31,,29,30,27,26,29,,28,17,29,10,,,,,,3,28,8,27,24,24,28
WR,Texans,2003,213,3572,947,3.8,29,14,208,235,447,2225,11,15,4.3,119,424,1347,6,3.2,59,136,1011,30,201,16.9,11.9,Own 30.6,2:14,4.83,17.6,0.85,356,5230,1056,5.0,21,11,291,281,512,3141,23,10,5.7,155,509,2089,14,4.1,116,102,955,20,210,29.0,8.6,Own 33.6,2:26,5.2,24.7,1.58,32,32,,,16,20,32,,32,32,32,12,32,,21,31,31,32,,,,,,31,24,24,29,30,32,32,20,16,,,30,17,11,,6,10,18,26,11,,32,28,11,14,,,,,,23,32,27,6,4,4,8
DT,Jets,2003,359,5036,917,5.5,19,9,300,329,485,3418,25,10,6.6,190,400,1618,12,4.0,86,79,685,24,169,36.1,10.7,Own 32.0,2:44,5.61,29.8,1.96,336,5463,1008,5.4,23,8,313,359,551,3490,17,15,6.0,178,427,1973,17,4.6,116,99,809,19,165,36.4,12.7,Own 30.3,3:01,6.3,33.1,1.92,15,22,,,4,7,21,,24,17,10,2,4,,27,22,18,23,,,,,,7,28,13,7,15,11,9,14,24,,,27,27,19,,19,21,5,20,22,,13,18,23,27,,,,,,6,23,10,32,32,31,24
DB,Cowboys,2003,217,4375,948,4.6,34,18,237,252,471,2621,14,16,5.0,129,423,1754,7,4.1,87,105,974,21,203,16.3,15.8,Own 28.0,2:14,4.78,21.5,0.90,329,5267,1079,4.9,30,11,291,334,574,3449,22,19,5.8,178,481,1818,10,3.8,90,119,919,23,209,28.2,13.9,Own 33.7,2:28,5.4,25.1,1.46,31,30,,,24,27,31,,28,31,31,17,30,,22,19,30,15,,,,,,32,10,32,29,31,30,31,13,18,,,11,17,11,,28,19,17,8,13,,24,15,5,3,,,,,,25,18,28,9,8,8,5
DT,Saints,2003,432,5205,1001,5.2,30,15,291,291,538,3441,27,15,6.0,169,426,1764,16,4.1,91,119,911,31,192,38.5,14.6,Own 35.6,2:25,5.41,27.0,2.05,388,5796,1071,5.4,38,18,327,343,593,3805,25,20,6.0,191,439,1991,18,4.5,108,110,953,28,196,33.7,18.4,Own 28.9,2:35,5.6,29.3,1.89,3,19,,,17,22,22,,21,16,3,12,15,,19,17,11,16,,,,,,4,18,1,25,25,22,4,26,27,,,3,4,27,,30,27,25,7,23,,16,19,27,26,,,,,,11,3,4,17,18,22,23
QB,Jaguars,2003,328,4851,959,5.1,15,6,275,268,462,2762,18,9,5.5,156,455,2089,19,4.6,105,89,685,14,178,31.5,7.9,Own 32.9,2:34,5.54,27.3,1.78,315,5335,1042,5.1,27,13,324,314,519,3264,19,14,5.9,188,487,2071,14,4.3,112,96,717,24,176,31.8,14.8,Own 30.6,2:51,6.1,30.3,1.70,21,25,,,1,2,25,,30,28,24,1,24,,12,10,7,5,,,,,,19,31,6,19,18,21,18,9,20,,,18,12,25,,9,14,9,22,19,,26,25,11,19,,,,,,16,13,11,30,29,25,17
 T,Panthers,2003,258,4280,960,4.5,40,18,238,255,464,2694,15,22,5.3,133,452,1586,11,3.5,82,94,785,23,211,19.4,17.5,Own 32.1,2:13,4.67,20.1,1.08,302,4646,1022,4.5,33,16,271,293,522,2993,18,17,5.2,155,448,1653,12,3.7,95,98,782,21,212,25.5,14.2,Own 30.7,2:19,5.0,21.8,1.33,30,31,,,29,27,30,,29,30,30,25,27,,13,25,21,31,,,,,,30,5,11,31,32,31,30,5,2,,,7,7,3,,11,4,7,15,4,,19,8,6,1,,,,,,30,17,12,2,1,2,3
DE,Vikings,2003,390,6192,1080,5.7,41,18,350,337,558,3685,19,23,6.1,191,473,2507,26,5.3,139,137,1139,20,191,35.6,19.9,Own 31.3,2:40,5.81,32.3,2.01,442,5769,963,6.0,23,7,315,335,542,4103,33,16,7.2,198,394,1666,15,4.2,83,100,824,34,187,36.9,12.3,Own 31.1,2:28,5.3,30.7,2.13,8,2,,,31,27,4,,13,9,20,30,12,,8,1,1,1,,,,,,11,2,16,12,9,6,7,30,26,,,27,30,20,,17,29,32,19,32,,6,10,17,17,,,,,,4,26,14,9,5,27,30
DE,Ravens,2003,316,4639,947,4.9,32,18,261,262,479,2847,20,14,5.5,145,427,1792,9,4.2,90,101,846,26,185,27.6,15.1,Own 30.4,2:24,5.26,24.9,1.48,354,5353,1077,5.0,31,6,316,360,573,3591,16,25,5.9,190,471,1762,17,3.7,95,104,874,31,191,32.5,15.7,Own 32.8,2:42,5.8,27.9,1.66,23,26,,,22,27,27,,25,27,19,9,25,,18,16,26,14,,,,,,24,15,26,26,27,26,24,19,22,,,8,32,23,,26,26,4,2,20,,22,13,23,2,,,,,,14,10,24,23,27,17,15
DB,Seahawks,2003,355,5818,1050,5.5,28,12,347,361,587,4078,19,16,6.6,208,430,1740,17,4.0,104,100,792,35,179,33.0,15.6,Own 29.0,2:38,6.03,32.4,1.79,369,5852,1083,5.4,30,11,356,321,555,3411,21,19,5.9,191,500,2441,18,4.9,140,99,816,25,177,34.5,15.8,Own 31.4,2:52,6.3,33.1,1.92,16,7,,,14,13,5,,7,3,20,17,6,,17,20,9,22,,,,,,17,13,30,13,4,5,17,23,28,,,11,17,30,,21,18,15,8,16,,30,32,27,32,,,,,,9,9,15,31,31,30,25
DT,Rams,2003,316,5559,1024,5.4,45,18,315,408,635,4154,24,27,6.1,219,343,1405,11,4.1,76,120,919,20,189,28.6,23.3,Own 32.0,2:36,5.57,29.4,1.60,369,5025,944,5.3,26,14,282,292,461,3209,15,12,6.4,148,445,1816,15,4.1,105,99,755,29,181,30.9,14.4,Own 29.6,2:36,5.4,27.7,1.59,23,13,,,32,27,14,,1,2,11,32,11,,32,30,21,20,,,,,,22,1,13,16,17,12,23,23,13,,,22,9,8,,2,12,2,24,26,,18,14,17,13,,,,,,20,15,7,19,10,16,11
DT,Patriots,2003,381,5085,1031,4.9,24,10,304,374,605,3577,28,14,5.6,184,395,1508,9,3.8,99,108,895,21,185,34.6,11.9,Own 33.8,2:32,5.74,27.3,1.84,346,5377,1032,5.2,29,11,315,314,531,3179,23,18,5.6,158,467,2198,17,4.7,129,99,928,28,187,32.1,15.5,Own 31.0,2:39,5.7,28.8,1.82,10,21,,,7,10,19,,4,12,2,9,22,,28,28,26,27,,,,,,14,25,3,20,12,20,16,17,23,,,14,17,20,,12,11,18,12,10,,21,31,23,29,,,,,,15,11,13,22,23,21,20
DE,Bears,2003,281,4395,969,4.5,35,17,260,310,543,3051,22,18,5.2,156,382,1344,8,3.5,79,95,864,25,199,26.1,16.1,Own 30.9,2:15,5.02,21.9,1.39,379,5606,1086,5.2,28,19,328,335,547,3530,24,9,6.1,185,504,2076,13,4.1,110,115,935,33,202,36.6,13.4,Own 34.4,2:36,5.6,27.6,1.83,27,29,,,25,26,28,,20,24,16,21,28,,30,32,29,30,,,,,,25,9,20,28,29,29,27,25,25,,,17,3,28,,18,24,22,30,25,,31,26,10,15,,,,,,5,20,30,19,17,15,21
DE,Eagles,2003,415,5604,1073,5.2,24,13,311,318,548,3384,27,11,5.8,164,489,2220,15,4.5,124,111,897,23,200,36.0,12.0,Own 35.2,2:30,5.54,28.0,1.92,241,4754,1009,4.7,38,23,272,333,563,3094,18,15,5.0,160,390,1660,5,4.3,83,112,969,29,194,20.6,18.0,Own 28.4,2:23,5.3,24.3,1.09,4,10,,,7,15,18,,18,19,3,6,19,,5,7,14,8,,,,,,8,23,2,23,19,18,10,2,4,,,3,1,4,,23,7,7,20,2,,5,9,1,20,,,,,,31,5,2,5,6,3,2
DB,Steelers,2003,390,5952,1097,5.4,36,14,343,350,551,3832,26,22,6.6,200,512,2120,15,4.1,119,90,712,24,196,35.7,16.8,Own 33.7,2:44,5.80,30.2,1.91,345,4835,982,4.9,36,17,279,336,573,3460,19,19,5.6,178,359,1375,16,3.8,77,106,927,24,188,29.8,16.5,Own 34.2,2:22,5.4,25.6,1.66,8,5,,,28,20,6,,16,7,8,25,7,,3,9,14,17,,,,,,10,7,4,7,10,10,12,16,7,,,6,5,5,,26,20,9,8,9,,1,1,20,8,,,,,,22,7,29,4,9,9,14
WR,Cardinals,2003,262,4563,1003,4.5,35,13,274,291,548,2740,18,22,4.7,148,414,1823,10,4.4,94,76,617,32,188,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28,417,6020,1046,5.8,25,8,335,335,535,3874,29,17,7.0,196,490,2146,17,4.4,117,111,969,22,187,36.4,12.3,Own 31.8,2:43,5.8,32.1,2.07,29,27,,,25,15,26,,18,29,24,25,31,,23,15,23,10,,,,,,29,3,27,24,23,27,29,29,29,,,24,27,29,,15,28,30,15,31,,27,30,23,23,,,,,,6,26,18,25,26,29,29
DE,Cardinals,2003,262,4563,1003,4.5,35,13,274,291,548,2740,18,22,4.7,148,414,1823,10,4.4,94,76,617,32,188,22.9,18.6,Own 30.3,2:29,5.45,24.1,1.28,417,6020,1046,5.8,25,8,335,335,535,3874,29,17,7.0,196,490,2146,17,4.4,117,111,969,22,187,36.4,12.3,Own 31.8,2:43,5.8,32.1,2.07,29,27,,,25,15,26,,18,29,24,25,31,,23,15,23,10,,,,,,29,3,27,24,23,27,29,29,29,,,24,27,29,,15,28,30,15,31,,27,30,23,23,,,,,,6,26,18,25,26,29,29
QB,Ravens,2003,316,4639,947,4.9,32,18,261,262,479,2847,20,14,5.5,145,427,1792,9,4.2,90,101,846,26,185,27.6,15.1,Own 30.4,2:24,5.26,24.9,1.48,354,5353,1077,5.0,31,6,316,360,573,3591,16,25,5.9,190,471,1762,17,3.7,95,104,874,31,191,32.5,15.7,Own 32.8,2:42,5.8,27.9,1.66,23,26,,,22,27,27,,25,27,19,9,25,,18,16,26,14,,,,,,24,15,26,26,27,26,24,19,22,,,8,32,23,,26,26,4,2,20,,22,13,23,2,,,,,,14,10,24,23,27,17,15
 T,Broncos,2003,392,6090,1057,5.8,27,7,357,359,554,3824,21,20,6.4,199,457,2266,21,5.0,125,104,877,33,181,37.6,14.9,Own 30.9,2:45,6.04,33.5,2.06,344,4826,985,4.9,22,13,298,360,566,3337,15,9,5.5,176,379,1489,21,3.9,100,99,829,22,177,34.5,10.7,Own 32.3,2:43,5.8,27.3,1.85,7,3,,,11,4,2,,14,8,18,23,8,,11,5,5,3,,,,,,6,16,20,5,3,3,3,15,6,,,29,12,16,,24,17,2,30,8,,3,4,32,9,,,,,,9,29,22,25,25,11,22
 C,Browns,2003,344,5027,993,5.1,31,9,279,338,552,3412,27,22,5.8,171,406,1615,10,4.0,77,107,845,31,191,30.9,15.2,Own 30.5,2:31,5.35,26.2,1.70,320,5348,1024,5.2,29,12,291,299,513,3269,20,17,6.0,164,483,2079,12,4.3,107,91,726,20,189,31.7,13.2,Own 31.8,2:35,5.6,28.2,1.63,19,23,,,19,7,24,,15,18,3,25,18,,26,23,23,24,,,,,,21,14,25,22,26,24,19,10,21,,,14,15,11,,7,15,13,15,24,,25,27,6,21,,,,,,17,21,18,17,19,20,12
